Region Label,Cell Area,Nucleus Area,Nuclei In Cell,Cell/Nucleus Ratio,Pearson Correlation,P-value,M1 Coefficient,M2 Coefficient
3,16684,3995,1,4.17622027534418,0.8609141823604298,0.0,0.9398959173202375,0.9997311918282316
5,21589,5482,1,3.9381612550164173,0.7017006046289636,0.0,0.9060548230395559,0.9949242330910435
8,18792,4613,1,4.073704747452851,0.5455763134388745,0.0,0.999948636293595,0.9941721528689133
