row,col
12.099462365591398,278.9489247311828
13.806315789473684,412.08210526315787
33.97475961538461,215.515625
39.318407960199,444.5497512437811
43.28372739916551,374.5994436717663
52.40754716981132,486.97169811320754
75.74971558589306,242.09442548350398
70.54652532391049,150.6572438162544
74.73949579831933,292.0703781512605
88.80495356037152,341.75232198142413
100.79882525697504,418.3928046989721
123.78890097932535,492.86615886833516
117.27586206896552,240.62715517241378
127.40310077519379,137.45542635658916
131.2503457814661,361.0069156293223
131.2875,310.74642857142857
143.45008460236886,202.9746192893401
150.23636363636365,252.5090909090909
163.635477582846,347.2768031189084
165.32859399684045,164.05371248025276
172.83689024390245,420.7408536585366
177.8320251177394,31.312401883830454
181.9943181818182,70.76818181818182
198.2534090909091,258.2295454545455
189.98716119828816,311.3380884450785
215.79066022544282,215.81320450885667
224.4066496163683,138.90409207161125
215.7985347985348,485.8809523809524
217.85162601626016,426.1422764227642
229.64014466546112,378.66907775768533
237.93939393939394,334.2584670231729
252.3824485373781,85.11267605633803
246.9327868852459,452.9491803278689
260.92259083728277,410.7140600315956
262.92123287671234,16.58732876712329
267.7764390896921,178.29986613119144
291.10946196660484,283.100185528757
292.3542234332425,226.6158038147139
303.6708229426434,333.46882793017454
305.7248764415157,135.70840197693576
306.6601466992665,419.5574572127139
310.5473289597001,482.5857544517338
318.10903426791276,179.34735202492212
323.12191780821917,380.86575342465756
329.71581769436995,97.83378016085791
349.0179310344828,273.7751724137931
347.61805555555554,68.13888888888889
372.7174280879865,168.12521150592215
375.6740088105727,384.1696035242291
390.63990825688074,120.63302752293578
425.8393854748603,30.842178770949722
416.7551724137931,431.1965517241379
410.70661157024796,274.90495867768595
411.67505241090146,344.17610062893084
426.91184573002755,181.5082644628099
442.9626168224299,109.45560747663552
437.69794721407624,475.4398826979472
449.01623376623377,343.67857142857144
456.6463414634146,212.6184668989547
487.43939393939394,238.92760942760944
485.5485380116959,59.187134502923975
495.35867446393763,387.32553606237815
497.18805970149253,139.22388059701493
