row,col
12.488288288288288,60.553153153153154
9.478547854785479,450.7227722772277
32.41386554621849,278.3298319327731
39.32459248759745,396.90361445783134
61.48086734693877,95.94515306122449
75.31170662905501,30.338504936530324
72.15346534653466,211.75082508250824
74.91567852437417,283.77602108036893
85.7870195337114,389.79269061121613
111.4521072796935,191.1168582375479
126.91437802907916,345.3069466882068
128.06349206349208,270.95238095238096
129.78775510204082,16.33469387755102
146.62772585669782,495.5716510903427
149.7172653534183,127.6234067207416
158.69065656565655,413.88194444444446
157.45333333333335,238.12666666666667
161.7631205673759,169.56028368794327
205.9958217270195,307.8440111420613
194.0252427184466,485.53203883495144
203.73458725182863,75.8944618599791
206.74431057563586,353.48326639892906
219.95036496350366,414.52700729927005
219.61672473867597,253.20731707317074
233.52191641182466,200.30886850152905
238.3130328867235,150.46285018270402
258.8165137614679,406.7798165137615
270.68358208955226,273.81940298507465
276.29041916167665,439.57185628742513
283.3616,307.7824
280.72926829268295,367.8853658536585
290.497277676951,79.0453720508167
306.16041397153947,185.9495472186287
314.30413223140494,343.61487603305784
316.7417763157895,268.1167763157895
319.39870967741933,124.56
319.05280528052805,490.47194719471946
323.14630467571646,18.33182503770739
331.6706989247312,418.375
357.5120192307692,378.8894230769231
355.414605418139,156.69140164899883
353.91634241245134,469.50972762645915
366.2128205128205,74.83974358974359
363.81670533642693,20.22737819025522
377.2182916307161,233.3330457290768
368.4736842105263,301.21222410865875
381.6413301662708,355.9002375296912
389.8567073170732,497.3475609756098
409.5324909747292,265.08483754512633
402.3545454545455,15.73030303030303
406.0382262996942,105.64373088685015
418.66586538461536,311.3389423076923
416.4510135135135,454.63344594594594
425.215625,378.190625
438.51241534988714,175.69300225733633
445.6824712643678,16.688218390804597
450.0147058823529,242.11659663865547
457.84615384615387,88.58355437665783
460.50754716981135,130.97169811320754
469.134375,368.3484375
461.45454545454544,472.6551724137931
465.036717062635,418.524838012959
471.2713675213675,333.13034188034186
490.0601374570447,51.54810996563574
494.96928327645054,295.19681456200226
497.6231884057971,187.27826086956523
