Region Label,Cell Area,Nucleus Area,Nuclei In Cell,Cell/Nucleus Ratio,Pearson Correlation,P-value,M1 Coefficient,M2 Coefficient
3,3186,519,1,6.138728323699422,0.8699771944714164,0.0,0.9979426891991183,0.981565202124391
4,3211,629,1,5.104928457869635,0.9049873091684169,0.0,0.984620556349273,0.9728323699421966
6,4002,827,1,4.8391777509068925,0.9285523210956131,0.0,0.9967481185543065,0.987239472564866
8,3424,683,1,5.013177159590044,0.8657328324593108,0.0,0.9753523838866209,0.9805684071381362
9,3376,531,1,6.357815442561205,0.8834544501601076,0.0,0.9685972923175519,0.9645334174022698
10,4056,564,1,7.191489361702128,0.7103889959441652,0.0,0.999756275895686,0.965846590989014
14,4690,772,1,6.075129533678757,0.84185790082038,0.0,0.9998677336155016,0.9714444220294532
18,4680,472,1,9.915254237288135,0.7397871286057692,0.0,0.9999345292654184,0.9676443737851115
19,3940,881,1,4.472190692395006,0.8779939924151341,0.0,0.996967207935806,0.9736176364293458
24,4489,404,1,11.111386138613861,0.6701740633489247,0.0,0.9988705473501304,0.9705297761817345
28,4426,421,1,10.513064133016627,0.9047792968952775,0.0,0.9930110968843363,0.977431906614786
31,3935,393,1,10.012722646310433,0.9040916833752594,0.0,0.994281045751634,0.9664688706790996
32,5574,731,1,7.625170998632011,0.8096403182818384,0.0,0.9777158774373259,0.9702456036209839
35,3536,420,1,8.41904761904762,0.9221762128798184,0.0,0.9971331961187886,0.9728503723764387
36,3422,538,1,6.360594795539034,0.8783200471877615,0.0,0.9996843683421447,0.9765093922207474
38,4036,846,1,4.7706855791962175,0.7742616042559922,0.0,0.992297373317755,0.9933069862315146
39,4111,452,1,9.095132743362832,0.8827318276168923,0.0,0.9934270586087274,0.9748696064485538
