label,row,col,area
1,11.393939393939394,349.1515151515151,231
2,5.375,388.5,16
3,8.58682634730539,452.5928143712575,167
4,29.937046004842614,418.5859564164649,826
5,53.90425531914894,222.80395136778117,1316
6,60.5224043715847,307.5989071038251,915
7,76.19471153846153,389.0204326923077,832
8,82.2390350877193,473.3048245614035,1368
9,87.05591397849463,61.57419354838709,465
10,88.85714285714286,268.6932773109244,238
11,111.83314285714286,309.96,875
12,105.0,115.0,1
13,106.0,114.0,1
14,107.0,113.0,1
15,108.0,112.0,1
16,132.04901960784315,104.71691176470588,816
17,126.13028169014085,483.59859154929575,568
18,139.16117542297417,219.60017809439003,1123
19,139.5438596491228,366.5263157894737,57
20,170.02046511627907,174.47627906976743,1075
21,152.4757281553398,7.650485436893204,103
22,152.95238095238096,393.9047619047619,42
23,164.36363636363637,495.4848484848485,33
24,163.5,506.0,2
25,164.0,501.0,1
26,188.1232166018158,321.26329442282747,771
27,181.64,403.68,25
28,194.50473186119874,59.40378548895899,317
29,199.3218045112782,492.17894736842106,665
30,207.66666666666666,431.42857142857144,21
31,206.0,404.0,1
32,213.30769230769232,397.61538461538464,65
33,224.09763033175355,261.48056872037915,1055
34,214.0,422.0,1
35,215.0,421.0,1
36,236.82242990654206,24.990654205607477,107
37,251.89983579638752,453.9704433497537,609
38,257.12824675324674,356.49675324675326,616
39,271.81030927835053,296.58762886597935,485
40,280.3014705882353,207.9950980392157,816
41,279.7278911564626,504.42857142857144,147
42,283.726723095526,29.40628778718259,827
43,273.0420168067227,79.84873949579831,119
44,296.92550143266476,114.44985673352436,349
45,302.1758499413834,414.05509964830014,853
46,314.3418940609952,359.14606741573033,623
47,319.0,68.0,1
48,319.0,72.0,1
49,320.0,67.0,1
50,338.9,73.675,40
51,354.463768115942,279.8010540184453,759
52,346.0,65.0,1
53,367.11390728476823,226.92582781456954,755
54,366.61577181208054,366.998322147651,596
55,385.3911439114391,443.1512915129151,542
56,401.096875,291.628125,320
57,403.2040816326531,504.0816326530612,49
58,414.48922413793105,221.54741379310346,464
59,432.8944365192582,397.0970042796006,701
60,436.8989898989899,256.6363636363636,99
61,460.94117647058823,487.5142314990512,527
62,491.68725099601596,368.16533864541833,502
