label,row,col,area
1,13.321428571428571,43.370535714285715,448
2,16.01761252446184,315.8610567514677,511
3,37.95161290322581,195.0258064516129,930
4,26.79015544041451,441.64248704663214,386
5,40.92291220556745,235.1199143468951,467
6,39.2751677852349,385.1923937360179,447
7,82.97066014669926,327.9559902200489,409
8,91.7042755344418,84.70902612826603,842
9,120.74657534246575,391.92172211350294,1022
10,145.94106813996316,308.4843462246777,543
11,144.2507042253521,197.6169014084507,355
12,139.0,506.0,1
13,226.8418079096045,28.867796610169492,885
14,218.71980676328502,257.4710144927536,414
15,222.61695607763025,395.5331971399387,979
16,230.0,272.0,1
17,274.12301587301585,101.50992063492063,504
18,289.96185935637664,184.4171632896305,839
19,296.13721413721413,334.0727650727651,481
20,338.9298531810767,445.0668841761827,1226
21,343.4540816326531,369.78826530612247,392
22,358.95166163141994,148.48036253776436,993
23,339.0,357.0,1
24,340.0,356.0,1
25,340.0,358.0,1
26,370.32301341589266,259.14447884416927,969
27,369.8306451612903,9.540322580645162,124
28,389.68125,467.24375,640
29,369.0,480.0,1
30,414.75922671353254,199.0896309314587,569
31,407.19733333333335,364.3573333333333,750
32,443.14309764309763,142.38888888888889,594
33,436.61038961038963,379.35064935064935,77
34,450.4387351778656,495.42490118577075,506
35,480.5405819295559,10.381316998468606,653
36,470.70181818181817,261.65090909090907,550
