label,row,col,area
1,12.488288288288288,60.553153153153154,555
2,9.478547854785479,450.7227722772277,303
3,15.0,5.0,3
4,17.0,78.0,1
5,32.41386554621849,278.3298319327731,1428
6,39.32459248759745,396.90361445783134,1411
7,61.48086734693877,95.94515306122449,784
8,75.31170662905501,30.338504936530324,709
9,72.15346534653466,211.75082508250824,606
10,74.91567852437417,283.77602108036893,759
11,85.7870195337114,389.79269061121613,1587
12,111.4521072796935,191.1168582375479,522
13,126.91437802907916,345.3069466882068,619
14,128.06349206349208,270.95238095238096,378
15,129.78775510204082,16.33469387755102,490
16,146.62772585669782,495.5716510903427,642
17,149.7172653534183,127.6234067207416,863
18,158.69065656565655,413.88194444444446,1584
19,157.45333333333335,238.12666666666667,600
20,161.7631205673759,169.56028368794327,705
21,160.40540540540542,292.4628378378378,296
22,168.64150943396226,7.716981132075472,53
23,205.9958217270195,307.8440111420613,718
24,194.0252427184466,485.53203883495144,515
25,203.73458725182863,75.8944618599791,957
26,206.74431057563586,353.48326639892906,747
27,219.95036496350366,414.52700729927005,685
28,213.05882352941177,7.035294117647059,85
29,216.74233128834356,41.84049079754601,163
30,219.61672473867597,253.20731707317074,574
31,233.52191641182466,200.30886850152905,981
32,218.0,506.0,1
33,238.32608695652175,504.60869565217394,92
34,238.3130328867235,150.46285018270402,821
35,258.8165137614679,406.7798165137615,436
36,270.68358208955226,273.81940298507465,670
37,276.29041916167665,439.57185628742513,668
38,283.3616,307.7824,625
39,280.72926829268295,367.8853658536585,410
40,290.497277676951,79.0453720508167,1102
41,306.16041397153947,185.9495472186287,773
42,314.30413223140494,343.61487603305784,605
43,316.7417763157895,268.1167763157895,608
44,319.39870967741933,124.56,775
45,319.05280528052805,490.47194719471946,606
46,323.14630467571646,18.33182503770739,663
47,331.6706989247312,418.375,744
48,357.5120192307692,378.8894230769231,416
49,355.414605418139,156.69140164899883,849
50,353.91634241245134,469.50972762645915,514
51,366.2128205128205,74.83974358974359,780
52,363.81670533642693,20.22737819025522,431
53,377.2182916307161,233.3330457290768,1159
54,368.4736842105263,301.21222410865875,589
55,381.6413301662708,355.9002375296912,421
56,389.8567073170732,497.3475609756098,328
57,409.5324909747292,265.08483754512633,554
58,402.3545454545455,15.73030303030303,330
59,406.0382262996942,105.64373088685015,654
60,418.66586538461536,311.3389423076923,832
61,416.4510135135135,454.63344594594594,592
62,411.8125,401.625,16
63,425.215625,378.190625,320
64,438.51241534988714,175.69300225733633,443
65,445.6824712643678,16.688218390804597,696
66,450.0147058823529,242.11659663865547,952
67,457.84615384615387,88.58355437665783,377
68,460.50754716981135,130.97169811320754,530
69,469.134375,368.3484375,640
70,461.45454545454544,472.6551724137931,319
71,465.036717062635,418.524838012959,463
72,471.2713675213675,333.13034188034186,468
73,490.0601374570447,51.54810996563574,582
74,494.96928327645054,295.19681456200226,879
75,482.63157894736844,505.1578947368421,19
76,493.3225806451613,84.6236559139785,93
77,497.6231884057971,187.27826086956523,345
78,498.0914634146341,12.21951219512195,164
79,495.0,21.0,1
80,502.0729927007299,129.77372262773721,137
81,502.95588235294116,394.29411764705884,68
82,505.18518518518516,501.74074074074076,27
83,506.0,463.0,1
