row,col
53.86741016109046,219.0731102850062
48.83151326053042,162.9219968798752
51.52265372168285,58.55987055016181
66.01134215500946,406.0226843100189
86.1006711409396,470.08948545861296
96.60877513711152,54.71846435100549
118.21611374407583,199.69289099526065
112.37884872824633,432.74029451137886
118.3814317673378,280.82774049217
125.94675186368477,348.06389776357827
130.18930635838151,128.76734104046244
182.3968636911942,373.1954161640531
183.26931330472104,489.9796137339056
184.27493917274938,60.771289537712896
210.85661080074487,256.5893854748603
219.44767441860466,124.88081395348837
227.99661016949153,41.98135593220339
258.31195652173915,380.1663043478261
270.42857142857144,48.49878934624697
289.3832644628099,308.9638429752066
277.84776902887137,140.8477690288714
288.5296671490593,210.2547033285094
314.40225988700564,438.96045197740114
324.3946117274168,358.7068145800317
356.79350348027845,383.3619489559165
387.93116634799236,274.65774378585087
390.9136363636364,435.76272727272726
419.7592356687898,223.27770700636944
423.06649616368287,139.4833759590793
474.3327495621716,303.14360770577935
483.4443141852286,395.37631887456035
494.58347386172005,29.819561551433388
