row,col
76.34266517357223,199.2239641657335
128.22603550295858,237.54792899408284
181.27913279132792,70.85704607046071
161.7665615141956,372.1703470031546
175.78163771712158,334.1377171215881
195.01652892561984,282.92561983471074
257.1122913505311,319.2640364188164
316.50974930362116,324.94336118848656
311.7391304347826,200.79710144927537
330.5623721881391,456.1165644171779
359.198738170347,165.55520504731862
365.45011600928075,394.44083526682135
374.2528147389969,307.1392016376663
378.75787728026535,491.257048092869
383.6,129.89649122807018
418.3487738419619,285.26430517711174
458.9198218262806,272.369710467706
475.4019607843137,383.60049019607845
