label,row,col,area
1,5.857142857142857,147.97619047619048,42
2,5.25,159.0,4
3,15.528028933092225,188.7251356238698,553
4,9.313333333333333,260.32,150
5,5.384615384615385,312.0769230769231,13
6,17.948453608247423,451.35051546391753,194
7,17.324590163934428,13.239344262295083,305
8,33.0,455.0,1
9,46.54527938342967,102.64547206165703,519
10,52.41653418124007,42.57710651828299,629
11,45.850710900473935,409.39336492890993,422
12,57.3231441048035,206.77729257641923,229
13,78.55380894800484,317.8113663845224,827
14,93.80829015544042,15.588082901554404,386
15,101.25183016105417,384.87115666178624,683
16,106.82109227871939,88.84180790960453,531
17,111.06028368794327,204.8421985815603,564
18,116.9012987012987,490.1948051948052,385
19,126.25255972696246,271.72354948805463,293
20,136.83221476510067,22.36241610738255,447
21,152.25355450236967,246.13270142180096,422
22,168.26554404145077,338.34715025906735,772
23,152.75418994413408,438.87150837988827,179
24,181.794425087108,82.27177700348432,287
25,174.26621160409556,12.935153583617748,293
26,188.0788990825688,384.97064220183483,1090
27,188.97368421052633,293.86842105263156,266
28,189.09574468085106,460.54787234042556,188
29,221.78892733564012,39.54671280276817,578
30,226.83471074380165,183.59504132231405,242
31,235.42493638676845,279.587786259542,393
32,244.36016949152543,435.396186440678,472
33,257.4438138479001,386.6992054483541,881
34,249.1223628691983,241.92616033755274,474
35,263.8381128584644,310.77983348751155,1081
36,258.9946524064171,40.411764705882355,187
37,261.6021052631579,155.0778947368421,475
38,276.553591160221,480.18232044198896,905
39,270.61386138613864,103.01732673267327,404
40,273.50717703349284,9.5933014354067,209
41,304.1908831908832,246.5897435897436,351
42,312.36252545824846,17.268839103869652,491
43,307.32828282828285,184.34595959595958,396
44,302.0,29.0,1
45,328.81617647058823,504.24264705882354,136
46,328.3029045643153,83.10373443983403,241
47,343.40380047505937,380.08788598574824,421
48,344.1133428981349,275.79626972740317,697
49,337.2204301075269,46.18817204301075,186
50,337.0964467005076,180.06598984771574,197
51,346.3803680981595,432.1799591002045,489
52,351.1788617886179,233.32926829268294,246
53,356.04071246819336,137.23664122137404,393
54,364.1231190150479,338.73050615595076,731
55,369.83076923076925,8.069230769230769,130
56,371.2126696832579,67.94570135746606,221
57,375.1890756302521,457.00840336134456,238
58,378.87105263157895,219.22368421052633,380
59,399.2605210420842,173.2825651302605,499
60,403.17619047619047,293.3047619047619,420
61,406.9386617100372,135.79553903345726,538
62,396.40441176470586,478.58088235294116,136
63,400.8396739130435,47.05434782608695,368
64,412.89237668161434,429.0134529147982,223
65,420.2730496453901,233.3132387706856,846
66,427.3705583756345,501.34010152284264,197
67,431.9446902654867,352.0929203539823,452
68,432.68446601941747,53.970873786407765,206
69,436.8,91.20714285714286,140
70,446.09774436090225,470.6641604010025,399
71,454.73971078976643,393.7586206896552,899
72,445.4909090909091,202.47272727272727,55
73,451.8695652173913,232.76708074534162,322
74,460.77734375,69.46484375,256
75,474.8513931888545,299.20743034055727,323
76,467.0,57.0,1
77,485.2076124567474,440.62629757785464,289
78,492.9423076923077,38.33516483516483,364
79,488.8992805755396,175.02877697841726,278
80,490.7088948787062,216.70619946091645,371
81,492.6969696969697,344.95887445887445,462
82,488.8837209302326,9.0,86
83,502.6363636363636,76.67676767676768,297
84,503.05785123966945,408.2892561983471,121
85,503.26241134751774,493.2269503546099,141
